sale_id,team,category,channel,units_sold,unit_price,sale_date,total_revenue
1344,76ers,Hats,Arena Store,4,54,2024-04-19,216
1345,Raptors,Footwear,Retail Partner,1,101,2023-03-22,101
1346,Knicks,Hats,Retail Partner,4,118,2023-07-28,472
1347,Celtics,T-Shirts,Arena Store,4,42,2023-08-24,168
1348,Warriors,Footwear,Arena Store,3,25,2022-06-06,75
1349,Bucks,Footwear,Arena Store,3,99,2022-03-08,297
1350,Bucks,Hats,Arena Store,1,134,2024-02-13,134
1351,Spurs,Footwear,Retail Partner,3,66,2022-03-27,198
1352,Warriors,Jerseys,Retail Partner,3,91,2024-05-19,273
1353,Raptors,T-Shirts,Retail Partner,2,164,2022-10-16,328
1354,Raptors,Collectibles,Online,3,152,2024-06-01,456
1355,Warriors,Footwear,Retail Partner,3,152,2022-07-08,456
1356,Knicks,T-Shirts,Arena Store,4,115,2024-01-07,460
1357,Raptors,T-Shirts,Arena Store,3,63,2023-04-26,189
1358,Heat,Collectibles,Arena Store,4,107,2023-11-01,428
1359,Suns,Footwear,Online,4,126,2022-05-29,504
1360,Mavericks,T-Shirts,Online,1,124,2023-02-25,124
1361,Bucks,Collectibles,Arena Store,2,26,2024-02-20,52
1362,Spurs,Collectibles,Arena Store,1,139,2022-10-22,139
1363,Nets,T-Shirts,Retail Partner,3,50,2022-09-12,150
1364,Nuggets,Hats,Retail Partner,4,118,2022-03-15,472
1365,Heat,Hats,Arena Store,3,107,2022-10-22,321
1366,Heat,T-Shirts,Retail Partner,4,69,2023-03-03,276
1367,Lakers,Collectibles,Retail Partner,3,140,2024-05-09,420
1368,Bulls,Hoodies,Retail Partner,4,102,2024-06-10,408
1369,Mavericks,T-Shirts,Arena Store,4,167,2023-06-13,668
1370,76ers,Footwear,Arena Store,4,78,2023-04-07,312
1371,Bulls,Jerseys,Arena Store,2,46,2023-11-09,92
1372,Knicks,Footwear,Retail Partner,2,130,2023-04-26,260
1373,Nets,T-Shirts,Retail Partner,1,105,2023-12-10,105
1374,Warriors,Footwear,Online,2,46,2024-02-05,92
1375,Celtics,T-Shirts,Retail Partner,2,61,2024-04-29,122
1376,Raptors,Collectibles,Arena Store,3,88,2024-04-26,264
1377,Warriors,Hoodies,Online,3,168,2023-09-19,504
1378,Celtics,Collectibles,Online,3,149,2023-08-12,447
1379,Spurs,Footwear,Retail Partner,4,179,2024-06-07,716
1380,Lakers,T-Shirts,Retail Partner,1,146,2022-03-09,146
1381,Heat,Jerseys,Retail Partner,3,66,2024-01-13,198
1382,Celtics,Collectibles,Arena Store,4,164,2022-04-21,656
1383,Bucks,Hoodies,Arena Store,3,78,2022-08-02,234
1384,Spurs,Hoodies,Arena Store,1,111,2022-06-26,111
1385,76ers,Hats,Online,2,87,2023-03-28,174
1386,Nets,Hats,Arena Store,2,131,2023-05-05,262
1387,Heat,Hats,Retail Partner,2,108,2022-03-19,216
1388,Lakers,Footwear,Retail Partner,2,146,2023-04-22,292
1389,Knicks,Hats,Arena Store,2,127,2023-04-04,254
1390,Knicks,Hats,Retail Partner,3,153,2022-01-18,459
1391,Knicks,Hats,Online,1,42,2023-12-05,42
1392,Raptors,Hoodies,Online,3,115,2023-02-08,345
1393,Raptors,T-Shirts,Online,2,44,2022-09-18,88
1394,Knicks,Hats,Online,4,108,2024-06-03,432
1395,Bulls,Jerseys,Arena Store,4,73,2022-02-24,292
1396,Clippers,Hats,Arena Store,4,34,2023-10-25,136
1397,Heat,T-Shirts,Online,2,161,2023-07-14,322
1398,Lakers,Jerseys,Retail Partner,3,151,2022-08-29,453
1399,Celtics,T-Shirts,Online,4,82,2022-02-07,328
1400,Clippers,Footwear,Arena Store,3,154,2022-11-15,462
1401,Lakers,Footwear,Retail Partner,3,93,2022-10-27,279
1402,Suns,Hats,Retail Partner,2,51,2023-04-21,102
1403,Raptors,Footwear,Arena Store,4,64,2023-03-29,256
1404,Bucks,Hoodies,Retail Partner,2,36,2024-04-24,72
1405,Bucks,T-Shirts,Online,2,54,2023-01-19,108
1406,Heat,Footwear,Arena Store,2,46,2023-05-05,92
1407,Clippers,Jerseys,Arena Store,1,153,2023-11-09,153
1408,Bucks,T-Shirts,Online,2,169,2022-08-15,338
1409,Spurs,Collectibles,Online,1,86,2022-06-15,86
1410,Lakers,Footwear,Online,1,175,2023-11-11,175
1411,Heat,Hats,Retail Partner,1,152,2023-11-27,152
1412,Bulls,Collectibles,Arena Store,1,167,2023-11-26,167
1413,Mavericks,Jerseys,Arena Store,1,175,2023-07-17,175
1414,Heat,Jerseys,Online,1,103,2022-04-02,103
1415,Celtics,Jerseys,Arena Store,4,120,2023-06-17,480
1416,Bulls,Footwear,Arena Store,3,61,2022-03-29,183
1417,Bucks,Footwear,Retail Partner,2,115,2023-05-27,230
1418,Heat,Jerseys,Arena Store,1,57,2022-08-13,57
1419,Heat,Jerseys,Retail Partner,1,46,2024-01-26,46
1420,Bucks,Jerseys,Arena Store,1,108,2022-01-03,108
1421,Suns,Collectibles,Retail Partner,1,132,2022-04-23,132
1422,Clippers,Footwear,Online,3,40,2022-03-07,120
1423,Nuggets,Collectibles,Online,4,114,2022-12-04,456
1424,Suns,Jerseys,Online,3,163,2022-03-26,489
1425,Knicks,Hoodies,Online,4,77,2022-10-19,308
1426,Raptors,Hoodies,Retail Partner,2,85,2024-03-28,170
1427,76ers,Hoodies,Online,3,83,2023-05-13,249
1428,Clippers,Hats,Arena Store,3,176,2023-09-13,528
1429,Mavericks,Jerseys,Online,2,37,2024-03-17,74
1430,Clippers,Jerseys,Retail Partner,2,143,2022-06-05,286
1431,Heat,T-Shirts,Online,2,43,2024-05-06,86
1432,Nuggets,Jerseys,Arena Store,2,129,2023-10-13,258
1433,76ers,T-Shirts,Arena Store,2,39,2023-11-21,78
1434,Lakers,T-Shirts,Arena Store,4,119,2022-10-28,476
1435,Raptors,Collectibles,Online,3,156,2024-02-12,468
1436,Bulls,Hats,Online,2,89,2024-04-16,178
1437,Clippers,Hats,Arena Store,3,26,2023-12-14,78
1438,Bulls,Collectibles,Arena Store,3,141,2023-12-27,423
1439,Heat,Footwear,Retail Partner,1,154,2024-02-04,154
1440,Bucks,Collectibles,Arena Store,1,134,2023-11-21,134
1441,Spurs,Jerseys,Online,1,144,2022-09-25,144
1442,Bulls,T-Shirts,Arena Store,1,147,2023-11-02,147
1443,Raptors,Hoodies,Retail Partner,4,117,2022-10-27,468
1444,Raptors,Collectibles,Retail Partner,1,153,2023-07-13,153
1445,Warriors,Hoodies,Online,2,104,2023-10-09,208
1446,Heat,Jerseys,Online,3,141,2022-01-02,423
1447,Suns,Hoodies,Retail Partner,4,83,2022-06-16,332
1448,76ers,Jerseys,Online,1,105,2024-04-14,105
1449,Lakers,Hoodies,Online,2,169,2022-06-27,338
1450,Mavericks,Hoodies,Retail Partner,4,37,2023-02-15,148
1451,Heat,Hoodies,Retail Partner,2,35,2022-05-22,70
1452,76ers,Collectibles,Online,2,176,2023-03-31,352
1453,Celtics,Jerseys,Arena Store,1,90,2023-12-23,90
1454,Celtics,Hoodies,Online,4,31,2023-07-22,124
1455,Spurs,Collectibles,Online,1,147,2024-03-11,147
1456,Bulls,Collectibles,Retail Partner,3,154,2022-09-19,462
1457,Celtics,T-Shirts,Arena Store,1,154,2023-03-31,154
1458,Suns,Footwear,Arena Store,1,102,2023-04-30,102
1459,Nets,Hoodies,Online,4,38,2023-08-18,152
1460,Warriors,Footwear,Online,4,106,2023-04-25,424
1461,Celtics,Collectibles,Online,1,57,2023-10-14,57
1462,Knicks,T-Shirts,Retail Partner,3,51,2023-01-18,153
1463,Spurs,Hats,Online,2,129,2022-04-19,258
1464,Celtics,Jerseys,Arena Store,1,145,2024-05-12,145
1465,Lakers,Hoodies,Retail Partner,4,112,2024-05-04,448
1466,Suns,Collectibles,Online,2,30,2023-02-01,60
1467,Bucks,Collectibles,Retail Partner,3,123,2023-05-05,369
1468,Raptors,Footwear,Arena Store,1,178,2022-02-13,178
1469,Warriors,Hoodies,Arena Store,3,92,2023-07-15,276
1470,Nets,Jerseys,Retail Partner,1,110,2022-05-17,110
1471,Heat,Hats,Online,1,83,2024-01-12,83
1472,76ers,Footwear,Online,3,111,2024-04-08,333
1473,Knicks,T-Shirts,Retail Partner,1,51,2023-05-14,51
1474,Lakers,Jerseys,Arena Store,1,84,2023-07-03,84
1475,76ers,Footwear,Online,4,77,2022-04-25,308
1476,Mavericks,Hoodies,Retail Partner,4,59,2023-06-19,236
1477,Mavericks,Jerseys,Arena Store,4,116,2024-05-18,464
1478,Raptors,Footwear,Retail Partner,2,85,2022-05-23,170
1479,Bulls,Jerseys,Retail Partner,3,131,2023-01-25,393
1480,Bucks,T-Shirts,Arena Store,2,118,2022-06-07,236
1481,Spurs,Hats,Online,1,155,2023-12-28,155
1482,Mavericks,Jerseys,Arena Store,2,164,2022-09-30,328
1483,Clippers,Footwear,Retail Partner,4,165,2022-03-14,660
1484,Mavericks,Hats,Online,4,86,2024-03-03,344
1485,Warriors,Hats,Retail Partner,1,59,2022-05-04,59
1486,Heat,Hats,Arena Store,1,84,2023-07-26,84
1487,Raptors,Jerseys,Online,1,68,2022-03-21,68
1488,Clippers,T-Shirts,Retail Partner,2,106,2022-08-10,212
1489,Celtics,Hoodies,Arena Store,3,78,2023-03-06,234
1490,Mavericks,Hats,Retail Partner,1,76,2022-01-01,76
1491,Mavericks,T-Shirts,Arena Store,3,37,2023-12-19,111
1492,Nets,Jerseys,Arena Store,1,39,2023-08-30,39
1493,76ers,T-Shirts,Retail Partner,4,165,2022-11-26,660
1494,Mavericks,Collectibles,Arena Store,4,161,2023-04-18,644
1495,Nuggets,Collectibles,Online,2,94,2022-05-11,188
1496,Knicks,T-Shirts,Arena Store,3,94,2022-07-25,282
1497,Knicks,Hoodies,Online,3,73,2023-12-25,219
1498,Nets,Hats,Retail Partner,4,99,2023-10-16,396
1499,Mavericks,T-Shirts,Retail Partner,2,78,2024-03-27,156
1500,Bulls,Hats,Online,1,101,2023-07-20,101
1501,Nuggets,Collectibles,Arena Store,3,133,2023-06-17,399
1502,Bulls,Collectibles,Online,3,130,2022-12-10,390
1503,Bulls,Hoodies,Arena Store,3,149,2023-08-07,447
1504,Mavericks,Hoodies,Online,3,101,2024-03-06,303
1505,Warriors,Hoodies,Retail Partner,2,39,2024-04-07,78
1506,Bulls,Jerseys,Retail Partner,4,55,2022-12-23,220
1507,Clippers,Collectibles,Retail Partner,2,127,2023-09-06,254
1508,Mavericks,Collectibles,Online,2,35,2022-10-06,70
1509,Nets,Hoodies,Arena Store,2,106,2022-10-06,212
1510,Bulls,Collectibles,Arena Store,1,137,2024-05-06,137
1511,Warriors,Collectibles,Arena Store,3,164,2022-02-08,492
1512,Bucks,Hoodies,Arena Store,3,120,2024-01-19,360
1513,Warriors,Hoodies,Arena Store,4,55,2023-11-16,220
1514,Nuggets,Collectibles,Arena Store,2,166,2023-04-19,332
1515,Lakers,Hats,Retail Partner,3,29,2022-01-24,87
1516,Raptors,Hats,Online,4,113,2024-02-11,452
1517,Lakers,Footwear,Arena Store,2,131,2022-07-20,262
1518,Warriors,Collectibles,Retail Partner,2,166,2023-03-04,332
1519,Celtics,Hats,Arena Store,2,48,2022-08-14,96
1520,Heat,Collectibles,Arena Store,2,54,2024-04-15,108
1521,Bucks,Hats,Arena Store,3,94,2022-07-25,282
1522,Mavericks,Hats,Arena Store,3,42,2022-10-26,126
1523,Nets,T-Shirts,Arena Store,3,136,2022-01-28,408
1524,Clippers,T-Shirts,Online,2,179,2024-03-15,358
1525,Knicks,Collectibles,Arena Store,2,107,2023-11-18,214
1526,76ers,Jerseys,Retail Partner,3,74,2024-05-06,222
1527,Nets,Collectibles,Retail Partner,4,111,2022-09-15,444
1528,76ers,Hats,Arena Store,3,174,2023-11-26,522
1529,Nets,Hoodies,Arena Store,3,160,2024-03-18,480
1530,Mavericks,T-Shirts,Arena Store,4,124,2022-12-08,496
1531,Warriors,Footwear,Arena Store,1,58,2023-08-06,58
1532,Celtics,Jerseys,Retail Partner,3,37,2023-07-03,111
1533,Bulls,Hats,Retail Partner,4,87,2022-11-30,348
1534,Mavericks,Hoodies,Retail Partner,1,99,2022-01-08,99
1535,Celtics,Collectibles,Arena Store,3,73,2022-08-26,219
1536,Celtics,Footwear,Retail Partner,4,81,2022-11-24,324
1537,Warriors,Collectibles,Online,4,147,2022-11-29,588
1538,76ers,Hats,Retail Partner,1,179,2024-05-19,179
1539,Bucks,Hats,Arena Store,3,73,2022-08-06,219
1540,Heat,Hats,Online,2,121,2022-03-13,242
1541,Heat,Jerseys,Retail Partner,3,127,2022-11-01,381
1542,Spurs,Footwear,Retail Partner,1,172,2023-11-20,172
1543,Warriors,Collectibles,Arena Store,2,99,2022-05-26,198
1544,Suns,Jerseys,Retail Partner,4,135,2023-05-25,540
1545,Celtics,Hats,Online,4,55,2022-06-22,220
1546,Knicks,Footwear,Arena Store,2,55,2023-08-19,110
1547,Nuggets,T-Shirts,Online,1,137,2023-12-11,137
1548,Warriors,Collectibles,Arena Store,1,120,2024-03-02,120
1549,Clippers,Footwear,Arena Store,2,97,2022-08-17,194
1550,Heat,T-Shirts,Arena Store,4,45,2023-10-09,180
1551,Spurs,T-Shirts,Retail Partner,1,155,2024-04-13,155
1552,Heat,Collectibles,Arena Store,3,63,2023-01-17,189
1553,Warriors,T-Shirts,Arena Store,1,176,2023-10-06,176
1554,Celtics,Hoodies,Arena Store,3,81,2022-11-19,243
1555,Mavericks,Collectibles,Arena Store,2,163,2022-10-06,326
1556,Warriors,Hats,Arena Store,4,63,2023-01-06,252
1557,Bulls,Hats,Online,3,161,2023-11-04,483
1558,Lakers,Hats,Retail Partner,1,104,2023-02-08,104
1559,Raptors,Jerseys,Online,3,34,2022-05-24,102
1560,Nets,Hats,Retail Partner,2,137,2024-04-02,274
1561,Celtics,Hoodies,Online,4,167,2023-03-24,668
1562,Mavericks,Footwear,Retail Partner,2,51,2024-06-06,102
1563,Raptors,Hats,Retail Partner,2,67,2023-09-29,134
1564,Raptors,Hats,Online,1,37,2023-06-29,37
1565,76ers,Footwear,Online,4,89,2024-04-21,356
1566,Heat,Collectibles,Online,4,61,2022-12-02,244
1567,Knicks,T-Shirts,Online,1,111,2023-03-26,111
1568,Suns,Footwear,Retail Partner,4,31,2023-08-01,124
1569,Knicks,Footwear,Online,3,172,2022-04-03,516
1570,Bucks,Hats,Retail Partner,4,108,2022-01-07,432
1571,76ers,Collectibles,Online,3,28,2022-09-18,84
1572,Lakers,Jerseys,Online,2,99,2023-06-28,198
1573,76ers,Hoodies,Online,1,166,2023-01-23,166
1574,Nets,Hats,Arena Store,1,157,2024-03-22,157
1575,Clippers,Hoodies,Online,1,70,2023-02-07,70
1576,Heat,Collectibles,Retail Partner,1,171,2022-12-02,171
1577,Mavericks,Collectibles,Online,3,93,2022-08-05,279
1578,Knicks,Jerseys,Arena Store,1,28,2024-02-09,28
1579,Spurs,Jerseys,Online,3,72,2024-04-01,216
1580,Heat,Footwear,Retail Partner,1,56,2022-12-08,56
1581,Heat,Collectibles,Retail Partner,2,105,2023-02-17,210
1582,Mavericks,T-Shirts,Online,2,167,2023-05-27,334
1583,Nuggets,Jerseys,Retail Partner,1,147,2023-03-14,147
1584,Spurs,T-Shirts,Online,2,40,2023-11-22,80
1585,Heat,Hats,Arena Store,1,58,2022-09-14,58
1586,Bucks,Collectibles,Arena Store,4,116,2023-04-29,464
1587,Knicks,Hats,Online,2,144,2023-08-13,288
1588,Nuggets,Hoodies,Arena Store,4,113,2023-01-18,452
1589,Warriors,Footwear,Online,1,134,2022-04-06,134
1590,Raptors,Hats,Arena Store,4,147,2024-05-03,588
1591,Celtics,T-Shirts,Retail Partner,1,142,2022-10-21,142
1592,Bulls,Hoodies,Arena Store,1,136,2022-02-12,136
1593,Nets,Hoodies,Arena Store,3,32,2023-02-07,96
1594,Nuggets,Collectibles,Arena Store,4,107,2023-12-20,428
1595,Bucks,Hoodies,Online,2,27,2023-07-07,54
1596,Spurs,Collectibles,Online,2,77,2022-07-31,154
1597,76ers,Collectibles,Arena Store,4,83,2024-03-17,332
1598,Mavericks,Hoodies,Retail Partner,4,174,2022-01-09,696
1599,Spurs,Hoodies,Retail Partner,4,164,2023-02-10,656
1600,Clippers,Collectibles,Online,2,172,2024-05-19,344
1601,Suns,T-Shirts,Arena Store,1,34,2024-02-15,34
1602,Knicks,Jerseys,Online,3,175,2022-07-04,525
1603,Clippers,Hoodies,Online,1,43,2023-12-04,43
1604,Raptors,Footwear,Online,3,76,2024-06-07,228
1605,Knicks,Footwear,Online,2,64,2024-03-14,128
1606,Heat,T-Shirts,Arena Store,2,70,2023-04-07,140
1607,Warriors,Collectibles,Retail Partner,1,95,2022-10-25,95
1608,Suns,Footwear,Retail Partner,2,117,2023-12-24,234
1609,Spurs,Hoodies,Online,3,130,2022-12-29,390
1610,Suns,Jerseys,Online,1,73,2024-01-02,73
1611,Nuggets,Hoodies,Arena Store,3,76,2023-02-10,228
1612,Heat,Collectibles,Retail Partner,1,109,2023-09-07,109
1613,Suns,Jerseys,Online,1,80,2022-12-26,80
1614,Suns,Hats,Online,1,148,2022-01-23,148
1615,Suns,Hoodies,Online,2,31,2023-05-23,62
1616,Warriors,Hoodies,Arena Store,3,66,2023-11-23,198
1617,Nuggets,Hoodies,Retail Partner,3,133,2022-03-06,399
1618,Heat,Footwear,Retail Partner,4,145,2022-06-28,580
1619,Clippers,Hats,Arena Store,3,86,2023-07-20,258
1620,Spurs,Hats,Online,1,97,2023-03-16,97
1621,Bucks,Jerseys,Online,3,28,2023-06-30,84
1622,Knicks,Jerseys,Online,2,158,2022-06-19,316
1623,Suns,T-Shirts,Retail Partner,1,139,2022-02-03,139
1624,Mavericks,Collectibles,Retail Partner,1,152,2022-06-10,152
1625,Raptors,Hats,Online,1,99,2022-03-12,99
1626,Warriors,Hats,Online,1,57,2023-08-05,57
1627,76ers,Collectibles,Retail Partner,2,157,2022-12-11,314
1628,Bulls,Footwear,Retail Partner,2,179,2023-11-19,358
1629,Suns,Collectibles,Retail Partner,4,129,2024-05-03,516
1630,Nets,Hats,Online,2,58,2022-01-04,116
1631,Lakers,Collectibles,Arena Store,3,38,2024-02-13,114
1632,Heat,T-Shirts,Arena Store,3,35,2023-06-02,105
1633,Clippers,Hats,Arena Store,1,43,2022-08-22,43
1634,Raptors,T-Shirts,Online,3,29,2023-03-30,87
1635,Clippers,Footwear,Arena Store,1,114,2023-05-11,114
1636,Warriors,Collectibles,Retail Partner,3,76,2022-07-12,228
1637,Celtics,T-Shirts,Online,2,104,2022-10-22,208
1638,Bucks,Hoodies,Online,4,45,2022-10-24,180
1639,Bulls,Hats,Retail Partner,2,70,2022-08-21,140
1640,Lakers,Hoodies,Online,1,51,2023-02-11,51
1641,Raptors,T-Shirts,Retail Partner,3,125,2024-04-26,375
1642,76ers,Collectibles,Arena Store,3,170,2022-03-28,510
1643,Mavericks,Hats,Arena Store,3,55,2023-05-30,165
1644,Knicks,Jerseys,Online,1,135,2022-01-11,135
1645,76ers,Hoodies,Arena Store,3,136,2022-07-03,408
1646,Bulls,Footwear,Retail Partner,2,168,2023-07-15,336
1647,Heat,Footwear,Arena Store,1,106,2024-03-16,106
1648,Suns,Hats,Arena Store,2,164,2023-02-23,328
1649,Mavericks,Footwear,Arena Store,1,104,2023-09-21,104
1650,Raptors,T-Shirts,Arena Store,3,43,2022-10-30,129
1651,76ers,T-Shirts,Retail Partner,2,46,2023-02-23,92
1652,Nuggets,Hoodies,Arena Store,3,179,2024-04-16,537
1653,76ers,Jerseys,Arena Store,1,52,2023-07-22,52
1654,Spurs,T-Shirts,Online,1,84,2023-11-05,84
1655,Nuggets,T-Shirts,Retail Partner,3,138,2024-06-06,414
1656,Suns,Hats,Arena Store,1,47,2022-10-30,47
1657,Knicks,Jerseys,Retail Partner,2,177,2022-08-27,354
1658,Bulls,Hoodies,Online,2,118,2023-01-12,236
1659,Celtics,Collectibles,Arena Store,2,79,2023-02-22,158
1660,76ers,Hoodies,Online,3,177,2022-09-11,531
1661,Nuggets,Collectibles,Online,4,67,2023-04-26,268
1662,Warriors,Footwear,Retail Partner,2,76,2024-03-23,152
1663,Heat,Footwear,Retail Partner,4,84,2022-04-12,336
1664,Spurs,Jerseys,Arena Store,1,133,2024-05-13,133
1665,Nets,Hats,Arena Store,2,133,2022-08-24,266
1666,Nets,Footwear,Retail Partner,1,171,2022-09-01,171
1667,Celtics,Hoodies,Online,1,61,2022-06-02,61
1668,Nuggets,T-Shirts,Online,2,76,2022-06-05,152
1669,Clippers,Collectibles,Retail Partner,3,57,2024-05-28,171
1670,Nuggets,Collectibles,Online,3,45,2022-12-26,135
1671,Clippers,Collectibles,Retail Partner,3,80,2022-04-20,240
1672,Warriors,Collectibles,Online,4,117,2022-11-05,468
1673,Warriors,Hoodies,Retail Partner,1,163,2023-02-08,163
1674,Bucks,Hats,Online,3,125,2023-06-03,375
1675,Clippers,Jerseys,Online,3,99,2022-01-02,297
1676,Spurs,T-Shirts,Arena Store,2,81,2024-01-03,162
1677,76ers,Collectibles,Arena Store,3,41,2023-12-23,123
1678,76ers,T-Shirts,Arena Store,4,79,2023-11-24,316
1679,Suns,Footwear,Retail Partner,4,45,2023-12-15,180
1680,Raptors,Jerseys,Arena Store,3,60,2023-10-13,180
1681,Lakers,Footwear,Arena Store,2,55,2023-04-06,110
1682,Celtics,Jerseys,Online,2,163,2023-04-19,326
1683,Knicks,Footwear,Online,2,65,2023-02-17,130
1684,Bucks,Jerseys,Arena Store,1,30,2023-09-12,30
1685,Suns,T-Shirts,Retail Partner,2,95,2023-06-18,190
1686,Knicks,Jerseys,Online,4,140,2022-05-10,560
1687,Heat,Footwear,Online,3,175,2023-01-02,525
1688,Clippers,Hoodies,Online,1,67,2022-04-20,67
1689,Knicks,T-Shirts,Online,2,80,2022-12-27,160
1690,76ers,Jerseys,Online,1,141,2024-04-28,141
1691,Bulls,Jerseys,Arena Store,1,78,2023-01-11,78
1692,Celtics,T-Shirts,Retail Partner,2,27,2022-09-27,54
1693,Raptors,T-Shirts,Online,2,45,2022-07-26,90
1694,Nuggets,Jerseys,Arena Store,1,141,2022-01-31,141
1695,76ers,Footwear,Arena Store,4,179,2022-05-07,716
1696,Knicks,Collectibles,Arena Store,4,71,2024-04-11,284
1697,Bulls,Footwear,Arena Store,3,130,2022-08-24,390
1698,Spurs,Collectibles,Online,4,104,2023-12-13,416
1699,Spurs,Jerseys,Retail Partner,2,163,2022-11-09,326
1700,Suns,Footwear,Retail Partner,3,81,2022-10-07,243
1701,Mavericks,Collectibles,Retail Partner,1,177,2023-01-21,177
1702,Mavericks,Footwear,Online,3,122,2022-05-12,366
1703,Nets,Footwear,Retail Partner,3,85,2023-05-12,255
1704,Clippers,Jerseys,Arena Store,4,94,2022-06-25,376
1705,Clippers,T-Shirts,Arena Store,2,152,2023-02-28,304
1706,Nuggets,Footwear,Arena Store,2,99,2022-01-29,198
1707,Lakers,Collectibles,Retail Partner,2,107,2022-04-24,214
1708,Raptors,Collectibles,Arena Store,2,140,2022-06-29,280
1709,Celtics,T-Shirts,Online,4,96,2022-02-23,384
1710,Lakers,Jerseys,Retail Partner,4,87,2023-06-18,348
1711,76ers,Collectibles,Arena Store,2,59,2023-04-05,118
1712,Nuggets,T-Shirts,Online,3,99,2024-04-11,297
1713,Bulls,Jerseys,Arena Store,1,40,2024-04-09,40
1714,Nuggets,Jerseys,Arena Store,1,158,2024-05-23,158
1715,Raptors,Hoodies,Retail Partner,3,147,2022-08-07,441
1716,Spurs,Hats,Online,2,102,2022-08-02,204
1717,Raptors,Hoodies,Retail Partner,4,38,2022-09-15,152
1718,Clippers,Footwear,Arena Store,2,112,2023-09-10,224
1719,Lakers,Jerseys,Retail Partner,4,146,2023-03-29,584
1720,Suns,Jerseys,Arena Store,3,29,2023-04-18,87
1721,Celtics,Hats,Retail Partner,3,148,2023-12-23,444
1722,Raptors,Hats,Retail Partner,4,111,2023-02-21,444
1723,Warriors,T-Shirts,Arena Store,3,114,2024-03-21,342
1724,Mavericks,Collectibles,Retail Partner,4,46,2023-09-23,184
1725,Bucks,Footwear,Online,1,31,2023-12-11,31
1726,Celtics,Collectibles,Retail Partner,2,96,2022-07-24,192
1727,Heat,T-Shirts,Online,4,111,2023-04-23,444
1728,76ers,Hats,Online,3,52,2023-06-14,156
1729,Suns,Hoodies,Retail Partner,4,159,2023-09-01,636
1730,Lakers,Collectibles,Online,2,53,2023-07-25,106
1731,Nuggets,Collectibles,Retail Partner,2,53,2022-08-23,106
1732,Clippers,Hoodies,Arena Store,4,42,2024-04-06,168
1733,Knicks,Footwear,Online,2,152,2023-01-28,304
1734,Bucks,Footwear,Online,3,67,2023-06-16,201
1735,76ers,Collectibles,Arena Store,2,177,2023-09-16,354
1736,Heat,Jerseys,Retail Partner,2,111,2022-07-28,222
1737,Knicks,Collectibles,Arena Store,4,142,2023-11-27,568
1738,Raptors,Hoodies,Retail Partner,4,96,2023-04-27,384
1739,Raptors,Collectibles,Online,3,179,2024-02-08,537
1740,Nets,Jerseys,Arena Store,3,164,2023-06-22,492
1741,Spurs,T-Shirts,Arena Store,1,113,2023-04-25,113
1742,Spurs,Hoodies,Online,3,166,2023-03-03,498
1743,Heat,Footwear,Online,4,105,2023-05-15,420
1744,Clippers,Hoodies,Retail Partner,3,117,2023-01-29,351
1745,Lakers,Collectibles,Arena Store,2,108,2024-05-17,216
1746,Suns,T-Shirts,Online,1,146,2022-08-31,146
1747,Bulls,Hoodies,Arena Store,1,37,2022-04-25,37
1748,Clippers,Collectibles,Arena Store,2,165,2024-02-28,330
1749,Warriors,Jerseys,Arena Store,3,162,2023-08-04,486
1750,Spurs,Collectibles,Retail Partner,4,58,2022-10-03,232
1751,Heat,Hoodies,Online,4,96,2023-08-13,384
1752,Lakers,Hoodies,Online,1,169,2023-11-22,169
1753,Mavericks,Hats,Arena Store,4,61,2022-09-20,244
1754,Heat,Collectibles,Retail Partner,3,93,2022-11-15,279
1755,Heat,Footwear,Online,3,82,2022-03-14,246
1756,Bulls,T-Shirts,Online,1,129,2022-08-03,129
1757,Nets,Footwear,Online,3,142,2022-10-25,426
1758,Clippers,Footwear,Online,2,46,2024-05-16,92
1759,Nuggets,Collectibles,Retail Partner,4,46,2023-04-06,184
1760,Heat,Collectibles,Retail Partner,2,91,2024-05-02,182
1761,Mavericks,Collectibles,Online,3,86,2023-01-30,258
1762,Spurs,Hoodies,Online,4,173,2023-06-02,692
1763,Clippers,Jerseys,Arena Store,4,115,2022-01-09,460
1764,Lakers,Hats,Retail Partner,3,115,2024-01-10,345
1765,Spurs,Footwear,Online,4,141,2023-02-02,564
1766,Nuggets,Hats,Retail Partner,1,29,2022-04-28,29
1767,Knicks,Hats,Retail Partner,2,87,2023-03-25,174
1768,Lakers,Hoodies,Online,4,57,2022-08-08,228
1769,Warriors,Footwear,Online,4,152,2023-10-18,608
1770,Bucks,T-Shirts,Retail Partner,3,107,2023-06-27,321
1771,76ers,T-Shirts,Online,3,117,2024-06-13,351
1772,Warriors,Hoodies,Retail Partner,2,172,2024-05-03,344
1773,76ers,Jerseys,Retail Partner,3,63,2022-11-02,189
1774,Nuggets,Hoodies,Retail Partner,2,159,2022-02-24,318
1775,Nuggets,Hats,Retail Partner,3,28,2023-01-27,84
1776,Bucks,Hoodies,Arena Store,4,174,2022-09-19,696
1777,Celtics,Hoodies,Retail Partner,3,59,2022-06-30,177
1778,Bucks,T-Shirts,Arena Store,3,86,2024-06-04,258
1779,76ers,T-Shirts,Arena Store,3,38,2023-03-06,114
1780,Warriors,T-Shirts,Retail Partner,1,81,2022-10-20,81
1781,Suns,Hoodies,Retail Partner,2,57,2022-03-08,114
